Age,Gender,Education Level,Marital Status,Income,Credit Score,Loan Amount,Loan Purpose,Employment Status,Years at Current Job,Payment History,Debt-to-Income Ratio,Assets Value,Number of Dependents,City,State,Country,Previous Defaults,Marital Status Change
30,Male,Bachelor's,Widowed,,726,8646,Home,Unemployed,10,Fair,0.17675596441368988,90255,0,Hardyberg,MH,Bermuda,4,1
39,Male,High School,Married,95281,,,Personal,Unemployed,2,Fair,0.20980861073221505,26169,3,New Rodneyside,SC,Honduras,4,0
63,Male,Bachelor's,Divorced,96377,,14829,Home,Employed,16,Poor,0.1796202003239499,75431,0,Donovanbury,MD,Korea,3,0
45,Female,PhD,Divorced,28366,700,17865,Home,Unemployed,0,Good,0.12955973641713506,206059,3,Feliciaborough,NV,Sri Lanka,3,0
36,Non-binary,Bachelor's,Single,73678,718,11063,Personal,Employed,15,Poor,0.4733665369194586,119912,2,Kristafurt,FM,Germany,3,1
62,Non-binary,High School,Divorced,87917,649,44244,Auto,Unemployed,13,Excellent,0.4673764717098826,61086,3,Lindahaven,TN,France,4,2
39,Female,Bachelor's,Widowed,,701,14768,Personal,Unemployed,11,Good,0.45835840430033803,46402,2,Lake Diamond,AS,Holy See (Vatican City State),1,1
37,Female,Master's,Divorced,109257,688,,Personal,Self-employed,2,Good,0.17629664919553137,31604,3,Jamesstad,MO,Luxembourg,3,2
32,Non-binary,Master's,Divorced,45888,707,,Auto,Employed,11,Fair,0.15537947884118689,227648,3,Lake Christopher,WV,Chile,,1
32,Female,PhD,Widowed,81516,768,28765,Auto,Unemployed,2,Excellent,0.15709503750504042,,,South Cherylshire,MS,Zimbabwe,,2
56,Male,High School,Single,44644,637,37024,Personal,Self-employed,16,Fair,0.10602319246679845,69050,3,Connorfurt,KY,Antarctica (the territory South of 60 deg S),,1
40,Female,High School,Single,98798,667,18347,Auto,Unemployed,18,Good,0.5306705315717342,169673,1,North Jessicaside,VI,Bulgaria,0,1
18,Non-binary,Bachelor's,Married,58682,,,Home,Unemployed,15,Good,0.5742801285587744,40970,1,Hansonberg,UT,Guinea-Bissau,1,2
49,Non-binary,High School,Single,77732,,6882,Personal,Unemployed,15,Excellent,0.2918993385239057,195267,,Lake Robert,UT,French Polynesia,0,0
62,Female,High School,Married,108340,631,,Business,Employed,8,Poor,0.36430906980958433,51552,4,Andrewview,TN,Germany,1,0
47,Non-binary,Bachelor's,Single,103184,795,46136,Personal,Employed,12,Excellent,0.38432160457218734,,3,Brianchester,WA,Guinea,0,0
26,Male,Master's,Married,79241,771,15223,Personal,Self-employed,1,Fair,0.3855787260686926,207283,4,West Aprilchester,UT,Senegal,4,0
30,Female,Master's,Single,98976,619,,Home,Self-employed,10,Fair,0.39278809589396746,251610,4,Jenniferport,TX,Montserrat,3,0
26,Non-binary,High School,Widowed,,779,39096,Auto,Employed,8,Excellent,0.5770114807250265,131818,3,Tammyhaven,WA,Denmark,4,1
63,Female,Bachelor's,Divorced,47262,679,,Business,Unemployed,6,Good,0.20802080493978223,87291,0,Aaronmouth,FL,Lebanon,0,2
20,Non-binary,PhD,Widowed,86981,759,6725,Personal,Self-employed,13,Excellent,0.5961202264829928,139741,,West Tim,MT,Saudi Arabia,0,1
53,Non-binary,Bachelor's,Divorced,,722,,Auto,Employed,14,Excellent,0.45152910848479155,25004,4,New Laurenberg,CA,Guam,0,0
55,Female,Master's,Married,24606,638,,Auto,Self-employed,13,Excellent,0.3208572860600375,43401,,Hallberg,WV,Kazakhstan,,0
69,Male,PhD,Widowed,41780,635,15846,Personal,Unemployed,16,Good,0.535288712,,4,East David,WV,Lao People's Democratic Republic,3,2
20,Male,PhD,Divorced,85971,696,36603,Home,Unemployed,3,Poor,0.10789972460199457,,2,Timtown,WV,Cuba,1,1
58,Male,Master's,Single,64544,718,10856,Home,Unemployed,3,Excellent,0.26592934687240943,110978,4,Josephton,MO,Tanzania,4,0
47,Female,Bachelor's,Married,25315,719,6446,Home,Employed,0,Poor,0.11530902631100645,219586,1,Angelatown,MO,El Salvador,2,0
67,Non-binary,Bachelor's,Single,,,35604,Personal,Self-employed,13,Good,0.36631332220388024,,4,South Coreyfort,NV,Saudi Arabia,4,2
20,Male,PhD,Widowed,33851,634,8046,Business,Self-employed,17,Poor,0.32899706589958344,135320,3,North Donna,NY,Pitcairn Islands,4,2
36,Male,Bachelor's,Widowed,,667,8051,Auto,Unemployed,13,Good,0.4657420739050163,77572,3,Josephfort,OK,Luxembourg,,1
62,Female,High School,Widowed,107579,764,6451,Business,Self-employed,17,Fair,0.2534407139866205,46929,1,Lake Tammy,KS,Portugal,3,1
40,Male,Master's,Widowed,100000,678,31859,Auto,Unemployed,1,Fair,0.11629291807979616,58433,0,Elizabethmouth,OR,Seychelles,4,2
28,Male,Bachelor's,Divorced,96510,,37482,Personal,Unemployed,16,Good,0.3988179060096516,63142,2,Hicksport,GA,Norfolk Island,1,1
45,Non-binary,PhD,Widowed,49404,789,17301,Personal,Employed,17,Fair,0.5507942483446062,278239,1,Lake Katherine,IN,Bosnia and Herzegovina,0,1
43,Female,High School,Single,,645,19362,Auto,Unemployed,0,Poor,0.5218232770048871,234981,,West Heathermouth,NE,Vanuatu,3,0
65,Non-binary,High School,Divorced,41859,684,29245,Business,Unemployed,4,Poor,0.4269558520902129,100600,0,New Lisa,UT,Mozambique,,1
40,Non-binary,PhD,Widowed,,,20705,Auto,Unemployed,6,Excellent,0.5477078463680879,34756,4,Markfort,KS,Nauru,0,0
50,Male,High School,Married,109122,741,,Home,Employed,3,Good,0.5792334689530312,86862,2,Thomasshire,ND,Nauru,,2
48,Male,PhD,Divorced,,783,35691,Personal,Unemployed,8,Good,0.4743820400688733,247268,3,Whiteborough,TX,Paraguay,0,1
29,Non-binary,High School,Single,85696,614,49095,Personal,Unemployed,9,Good,0.4151576190833979,296167,0,West Ernest,MS,Solomon Islands,2,1
53,Male,High School,Single,37545,703,,Personal,Employed,7,Excellent,0.279696708,204838,,New Megan,WY,Latvia,3,1
66,Male,PhD,Divorced,47188,737,,Home,Employed,11,Poor,0.1938342674077508,251746,4,East Robinmouth,KS,Yemen,4,2
53,Non-binary,PhD,Widowed,96347,797,48628,Auto,Self-employed,14,Poor,0.3852094441566116,22946,4,Kimchester,TN,Honduras,3,1
60,Non-binary,PhD,Widowed,114948,761,14000,Auto,Unemployed,5,Good,0.5093283791080083,195076,4,Jennaland,AR,Norway,0,2
19,Female,Bachelor's,Single,48184,771,47202,Auto,Unemployed,13,Poor,0.38578450385670326,25502,,Odomfort,AK,Nicaragua,1,2
24,Female,Master's,Married,51653,700,18777,Personal,Employed,16,Excellent,0.542435786,113338,4,North Kristina,PW,Nauru,4,1
33,Male,PhD,Divorced,59941,,25673,Personal,Unemployed,1,Fair,0.5285073602602582,252133,3,Lake Kevinshire,WI,Grenada,4,0
69,Male,Master's,Married,94385,684,38341,Auto,Employed,1,Poor,0.1427841740540655,80503,2,West Rebeccahaven,CA,Guinea-Bissau,1,2
34,Non-binary,High School,Divorced,55200,759,,Auto,Unemployed,15,Good,0.10431769608067262,48015,1,East Michael,VI,Uruguay,,1
24,Male,PhD,Married,48317,703,,Personal,Self-employed,15,Fair,0.5184780228851208,261198,,East Josephmouth,NC,Canada,,0
30,Non-binary,Bachelor's,Married,61733,684,9439,Auto,Self-employed,15,Poor,0.494515709,185388,1,Port Andrewview,KS,Faroe Islands,,0
63,Male,Master's,Widowed,51489,794,42772,Business,Employed,14,Poor,0.42951589114875055,,1,Kristystad,CA,Belarus,4,1
52,Female,Master's,Married,90440,769,32528,Home,Employed,15,Poor,0.16348733506670501,197722,4,South Kelly,OR,Pitcairn Islands,3,0
66,Non-binary,PhD,Widowed,82708,730,39130,Personal,Employed,2,Fair,0.5469727178699163,152231,0,South Sherrystad,MN,Papua New Guinea,2,0
60,Non-binary,PhD,Divorced,,797,11535,Home,Unemployed,13,Excellent,0.15496836336728617,136296,3,East Josechester,CA,Singapore,3,0
18,Male,Master's,Widowed,112781,704,14142,Business,Unemployed,19,Excellent,0.3604007682862943,164216,4,South Arthur,FM,Chile,1,2
45,Male,PhD,Widowed,83023,603,12365,Home,Self-employed,17,Fair,0.3353795694550129,50800,0,Markstad,NV,Netherlands,4,0
51,Male,High School,Married,56085,751,31520,Home,Self-employed,6,Fair,0.5996921605330975,108097,1,Beardshire,SD,British Virgin Islands,2,1
56,Male,Bachelor's,Single,46539,,34526,Home,Employed,7,Good,0.4216740730227073,232704,2,Andrewbury,OR,Uzbekistan,1,2
68,Female,Bachelor's,Married,117083,629,28823,Personal,Self-employed,19,Excellent,0.5460032727307007,163619,2,Fergusonshire,KS,Saint Vincent and the Grenadines,0,0
34,Non-binary,Master's,Married,47738,758,33653,Business,Self-employed,16,Poor,0.37824845916169925,,1,West Scott,AR,Namibia,0,1
18,Male,Master's,Widowed,103562,711,41602,Business,Self-employed,4,Excellent,0.48447236670551974,,3,Monroeland,TN,Niger,4,1
54,Male,Bachelor's,Divorced,113907,649,10792,Personal,Self-employed,10,Fair,0.43880076259746936,204440,3,Lake Lawrence,NV,Papua New Guinea,3,0
65,Non-binary,Master's,Married,88868,757,13223,Home,Self-employed,5,Excellent,0.20747753560324486,257489,0,Maddoxbury,AL,Solomon Islands,,0
59,Non-binary,PhD,Divorced,,630,18700,Auto,Employed,15,Fair,0.1979741921969608,150343,4,Lake Richardland,MO,United Kingdom,3,0
27,Female,Bachelor's,Single,76558,604,,Home,Self-employed,12,Fair,0.25173718976200443,43326,,Jamesstad,NE,Moldova,2,2
36,Non-binary,Master's,Single,58255,685,38365,Home,Employed,7,Fair,0.5439961546772277,,2,New Ricky,HI,Zambia,,0
63,Non-binary,PhD,Married,114808,726,23238,Home,Self-employed,13,Poor,0.17449808595679003,257035,1,Feliciastad,IN,Bermuda,1,1
42,Non-binary,High School,Widowed,111296,606,48337,Auto,Employed,4,Fair,0.2790537775673543,43839,4,Salasberg,CA,India,1,0
56,Non-binary,PhD,Single,64158,684,19837,Personal,Employed,10,Fair,0.5453452620711021,265436,3,Martinmouth,TN,Swaziland,,0
23,Female,Master's,Widowed,50131,792,12988,Auto,Employed,19,Excellent,0.5652228677159202,81303,2,Paulshire,MO,Sao Tome and Principe,4,0
37,Non-binary,Bachelor's,Single,66149,655,6976,Home,Employed,3,Excellent,0.4001876430108652,109598,0,South Kenneth,SC,Sao Tome and Principe,3,1
26,Male,PhD,Widowed,46865,740,15412,Auto,Employed,16,Poor,0.4696285808388563,115019,0,North Kenneth,AL,Netherlands,3,0
52,Male,PhD,Divorced,91066,778,44276,Home,Employed,12,Good,0.27292810041010074,29661,2,Lake Williamhaven,AS,Tonga,2,2
27,Female,PhD,Single,47700,788,30616,Business,Employed,18,Excellent,0.39515533784652535,,2,Lake Joelville,OK,Spain,4,0
41,Female,High School,Divorced,82995,721,40165,Home,Employed,0,Good,0.24261783436378606,117567,1,Anthonyhaven,GA,Palau,1,1
34,Male,PhD,Widowed,107858,783,31738,Auto,Unemployed,3,Fair,0.4320174957340369,68139,2,South Alyssamouth,NE,Mexico,2,1
38,Non-binary,Master's,Single,22205,,39698,Home,Employed,6,Fair,0.5543959860353687,129010,,Port Nicolemouth,MA,Spain,0,2
32,Female,PhD,Divorced,37809,759,45205,Business,Self-employed,3,Good,0.22202728007475916,72086,0,New Lawrenceshire,MS,Mozambique,1,2
38,Female,High School,Widowed,20051,779,29267,Home,Self-employed,16,Good,0.14261499911906125,250160,4,South Christopher,NJ,Madagascar,3,0
49,Non-binary,High School,Widowed,,,16875,Personal,Unemployed,1,Good,0.16182114747254409,108984,0,Tarafort,MN,Finland,,1
30,Male,Master's,Widowed,110506,752,16109,Personal,Self-employed,9,Excellent,0.16111105381425564,59809,1,Sanchezton,WY,Norway,1,2
62,Non-binary,PhD,Divorced,40605,648,10786,Auto,Self-employed,18,Excellent,0.5685919972613669,107749,4,Port Margaret,IN,Antarctica (the territory South of 60 deg S),2,1
30,Male,Master's,Married,86918,683,17159,Auto,Self-employed,3,Poor,0.28444444932992663,169324,,Janeburgh,TN,Greenland,1,2
19,Male,Master's,Widowed,58345,779,,Auto,Employed,19,Poor,0.3238732978435419,285997,,South Bryan,NV,Senegal,3,1
38,Male,Master's,Widowed,23569,652,40689,Auto,Unemployed,2,Poor,0.11895101356940449,,,West Andrealand,NV,Falkland Islands (Malvinas),,2
33,Female,High School,Single,49639,627,37008,Personal,Self-employed,19,Good,0.3317202203033881,129643,,Port Alisha,KS,Oman,4,2
43,Female,Bachelor's,Divorced,101610,784,38835,Home,Unemployed,14,Fair,0.4487087366437721,,4,Karenstad,MS,United States of America,4,2
61,Male,Master's,Married,68821,665,6157,Home,Employed,8,Excellent,0.21535081653088503,49241,0,Rebeccashire,IN,Kyrgyz Republic,3,2
51,Male,PhD,Single,97865,667,16513,Personal,Unemployed,17,Good,0.42507992562920693,137876,0,Stevenville,VT,Seychelles,,1
57,Male,Master's,Widowed,24314,779,32255,Business,Unemployed,2,Poor,0.5568528712808184,291616,1,Goodmantown,IA,Jersey,,1
32,Non-binary,High School,Married,86130,730,48926,Personal,Self-employed,13,Poor,0.5176984224989346,262536,2,Jenniferbury,KY,Uganda,2,0
25,Non-binary,Bachelor's,Divorced,69330,619,11277,Personal,Self-employed,1,Excellent,0.5499839262482564,201522,3,East Melissa,MT,Svalbard & Jan Mayen Islands,2,0
59,Female,Bachelor's,Single,,783,10100,Home,Unemployed,7,Good,0.5065111691741886,214356,2,Port Ariana,ID,Italy,1,1
68,Non-binary,High School,Widowed,,643,12463,Personal,Employed,18,Good,0.27678908037136174,,0,South Jenniferfort,NV,Saint Kitts and Nevis,3,2
69,Non-binary,Master's,Divorced,117322,608,20791,Home,Unemployed,3,Excellent,0.31421494435941966,,0,New Tonyshire,VI,South Georgia and the South Sandwich Islands,,1
46,Male,High School,Divorced,,736,,Auto,Self-employed,14,Excellent,0.566832191,298114,0,North Barbara,OK,South Georgia and the South Sandwich Islands,1,1
69,Non-binary,Bachelor's,Divorced,31330,777,24946,Auto,Self-employed,6,Fair,0.532051673,261523,,Benjaminton,NE,Norway,1,2
42,Female,PhD,Widowed,,704,25201,Auto,Employed,2,Fair,0.14224287367410723,203434,,Amandaborough,PW,Heard Island and McDonald Islands,,0
27,Non-binary,PhD,Single,117158,777,,Business,Employed,18,Excellent,0.5477180046409906,53151,4,Lake Jonathan,NV,Micronesia,0,0
30,Female,Bachelor's,Married,117366,701,27319,Personal,Employed,19,Good,0.5103809157720864,172349,2,Combschester,OK,Trinidad and Tobago,3,0
20,Non-binary,Master's,Widowed,42282,743,18725,Home,Employed,0,Good,0.2280043453298972,264424,0,West Jeremychester,NJ,Canada,2,1
46,Female,Bachelor's,Married,,,,Personal,Employed,12,Good,0.41462290213216413,292898,4,Stanleyville,MD,Maldives,,2
42,Female,High School,Widowed,65608,747,39867,Home,Self-employed,0,Poor,0.2785847507123953,253686,3,Wendyburgh,AZ,India,0,0
18,Male,Bachelor's,Divorced,,606,32484,Auto,Self-employed,2,Fair,0.5305953984624616,56826,0,Lopezhaven,MT,Botswana,3,2
63,Non-binary,Master's,Divorced,85211,720,,Home,Self-employed,7,Fair,0.2991916641519774,157753,4,South Danielfurt,UT,Cook Islands,0,1
19,Non-binary,PhD,Married,93108,744,12252,Home,Unemployed,13,Good,0.5622297667796057,193375,0,Melindatown,TN,Greece,0,0
46,Non-binary,Bachelor's,Divorced,62553,686,14914,Business,Unemployed,19,Poor,0.2628078557362016,50536,,Owensmouth,AK,Eritrea,2,0
69,Female,Bachelor's,Widowed,46620,720,11599,Home,Self-employed,7,Good,0.4199182362437044,52022,,Patrickfort,FM,Mongolia,4,2
46,Female,Bachelor's,Divorced,61616,650,29836,Personal,Employed,4,Poor,0.5421502912653365,182267,1,Josephland,VI,Burkina Faso,3,0
36,Female,PhD,Divorced,,701,10674,Home,Employed,0,Fair,0.35906567422882274,116464,4,Antonioside,VA,French Southern Territories,1,1
34,Female,High School,Divorced,113518,786,28287,Personal,Self-employed,10,Fair,0.15533060041421723,196453,,New Alison,PW,Thailand,2,0
32,Non-binary,Master's,Single,95036,704,8316,Home,Self-employed,15,Poor,0.28411637446110927,186236,,South Stevenport,NE,Cote d'Ivoire,4,2
53,Female,Bachelor's,Widowed,75258,772,32792,Business,Self-employed,18,Poor,0.5730261811667909,128658,4,Port William,MH,Brunei Darussalam,0,2
57,Female,PhD,Married,70946,673,43151,Auto,Self-employed,6,Excellent,0.5370015626803244,93158,,Beanberg,CT,Singapore,2,0
39,Female,High School,Married,109897,711,31513,Business,Self-employed,19,Fair,0.21628512253946638,102322,4,New Loriport,MP,Sri Lanka,1,2
24,Male,Master's,Widowed,91011,799,,Business,Self-employed,12,Fair,0.45801359680790266,286307,2,Turnerport,AK,Latvia,2,0
30,Male,PhD,Married,45789,746,21315,Home,Employed,9,Excellent,0.21381132478736634,146419,0,Peterhaven,DE,Turks and Caicos Islands,3,0
49,Non-binary,High School,Married,37991,668,,Business,Employed,9,Fair,0.44390271631850475,104916,3,Atkinsonberg,AR,Denmark,4,1
54,Male,Master's,Married,48155,747,,Personal,Employed,2,Poor,0.5727107110288324,259749,2,Hinesland,OR,British Indian Ocean Territory (Chagos Archipelago),2,1
49,Female,High School,Widowed,,742,,Business,Unemployed,12,Fair,0.5499121292775031,80150,1,Porterbury,MT,Portugal,4,2
41,Non-binary,High School,Married,,733,33348,Home,Employed,4,Fair,0.20128545051003557,51187,1,West Claire,FM,Peru,1,2
19,Non-binary,High School,Divorced,38930,781,36579,Business,Self-employed,1,Poor,0.23206252102886774,193623,4,Fergusonmouth,CA,Monaco,,2
63,Female,PhD,Married,108487,,7112,Home,Unemployed,11,Excellent,0.4633377458018776,285602,,New Tammie,RI,Chad,2,2
32,Non-binary,Bachelor's,Single,,,49995,Home,Self-employed,10,Poor,0.24373393824071457,88099,2,West Sarah,CT,Finland,0,2
27,Non-binary,High School,Widowed,108760,798,39675,Personal,Employed,12,Good,0.3236334900921152,136751,2,Russellborough,GA,Comoros,0,2
29,Male,Master's,Widowed,32943,,38752,Auto,Self-employed,8,Good,0.43474616808316213,274787,,West Craigborough,SC,Bangladesh,1,0
39,Female,High School,Married,96960,688,49944,Personal,Self-employed,17,Good,0.10713679895341324,154331,3,Yeseniaborough,NJ,Netherlands Antilles,,2
37,Male,PhD,Divorced,,697,20095,Auto,Unemployed,15,Good,0.1616656074626975,78350,,Thomasmouth,IN,Somalia,4,1
56,Male,PhD,Single,68917,645,47583,Auto,Unemployed,14,Poor,0.5173946296735386,94177,1,Grayport,OH,Panama,4,1
28,Male,Master's,Married,81282,724,23863,Home,Employed,7,Good,0.47042897806055084,100469,,Smithland,AZ,Brunei Darussalam,0,2
33,Male,Bachelor's,Married,111610,798,44241,Business,Unemployed,9,Poor,0.3533771772389108,,4,New Lisa,PW,Guinea-Bissau,3,2
55,Female,Master's,Divorced,,631,46840,Business,Unemployed,10,Good,0.5890548931749792,74794,,Meganton,MO,Poland,2,2
38,Female,PhD,Single,41459,666,14923,Home,Employed,13,Poor,0.1351393228726144,227562,4,Marquezside,WA,Mayotte,,0
65,Male,Master's,Married,74822,,,Home,Self-employed,6,Good,0.5735730031828208,216009,3,Kylechester,CT,Netherlands Antilles,1,0
30,Female,PhD,Divorced,90779,,14838,Personal,Unemployed,5,Poor,0.15528552541964094,,3,New Ryan,WV,Bouvet Island (Bouvetoya),4,0
37,Female,High School,Divorced,115884,665,19860,Business,Employed,17,Good,0.2594585938933347,204481,2,Jamesland,KS,Guadeloupe,2,1
53,Female,High School,Married,43212,629,28838,Personal,Unemployed,2,Fair,0.3409781974099645,222535,4,West Desireemouth,KS,Zimbabwe,4,1
52,Non-binary,High School,Married,104576,644,5107,Auto,Unemployed,16,Good,0.5263382962060286,63562,0,Evanborough,WV,Poland,1,1
52,Non-binary,Bachelor's,Single,89123,,40688,Home,Employed,19,Excellent,0.29580261359763127,,4,Jacobtown,NM,Bosnia and Herzegovina,0,2
52,Male,Bachelor's,Married,72221,682,7457,Auto,Self-employed,13,Fair,0.33809791528215216,266761,0,Kaitlynstad,OK,Sierra Leone,1,0
39,Non-binary,Bachelor's,Divorced,112735,767,,Home,Unemployed,1,Excellent,0.1066294225709509,79636,,Strongland,DC,Cameroon,,1
63,Male,High School,Single,54747,728,40656,Home,Self-employed,1,Good,0.12240378595041132,229185,2,West Victoria,SC,Iran,1,1
39,Non-binary,Master's,Divorced,55416,660,,Home,Employed,6,Excellent,0.351157228,,0,Michaelfort,FL,Algeria,3,0
19,Non-binary,Bachelor's,Divorced,57596,712,6545,Home,Self-employed,7,Poor,0.31168471513264484,44131,3,Reynoldsstad,NV,Western Sahara,,1
52,Non-binary,Bachelor's,Married,103171,,35341,Auto,Unemployed,0,Excellent,0.5200405451994823,37713,3,Lake Pamelashire,MO,Benin,1,1
44,Non-binary,PhD,Widowed,,710,9360,Personal,Self-employed,18,Fair,0.11512486701846406,,3,Hernandezport,HI,Malawi,,1
44,Male,Bachelor's,Widowed,57049,713,30367,Home,Self-employed,4,Good,0.38223862551705756,296060,3,Bennettchester,OH,Uganda,3,2
66,Female,Master's,Single,45146,616,39693,Business,Unemployed,16,Excellent,0.24141529740179837,296770,,Port Marcusville,MT,Cyprus,1,0
32,Female,Bachelor's,Married,118923,688,32219,Home,Self-employed,9,Good,0.3809439194996076,27827,3,Lloydmouth,LA,Antigua and Barbuda,3,1
23,Non-binary,Master's,Single,69699,648,49770,Auto,Employed,15,Good,0.367411919,42532,3,Carlyport,MT,Yemen,1,1
42,Non-binary,PhD,Single,48582,798,,Business,Employed,14,Poor,0.25771470059040924,122922,4,East Michael,MD,Tonga,1,0
35,Non-binary,Bachelor's,Widowed,60857,726,45459,Auto,Employed,1,Poor,0.504554805,229982,2,Harrisshire,WA,Guinea,3,1
49,Female,High School,Married,,654,24993,Auto,Unemployed,6,Poor,0.3250704566660222,,,Zacharyview,OH,Indonesia,3,0
62,Non-binary,Master's,Married,116171,626,22656,Business,Employed,17,Fair,0.591798748,39540,0,Smithmouth,GA,Jamaica,2,0
30,Male,Bachelor's,Single,,765,12516,Personal,Employed,11,Good,0.38053165252753784,188380,2,Port Edward,GA,Estonia,2,0
31,Male,High School,Married,78185,640,26937,Business,Unemployed,9,Poor,0.14469828519302916,130176,1,South Christinaport,VT,Saint Pierre and Miquelon,2,1
